buildings,production_method_groups,production_methods,type,required_construction,ammunition,small_arms,artillery,tanks,aeroplanes,manowars,ironclads,grain,fish,fabric,wood,groceries,clothes,furniture,paper,services,transportation,electricity,merchant_marine,clippers,steamers,silk,dye,sulfur,coal,iron,lead,hardwood,rubber,oil,engines,steel,glass,fertilizer,tools,explosives,porcelain,meat,fruit,liquor,wine,tea,coffee,sugar,tobacco,opium,automobiles,telephones,radios,luxury_clothes,luxury_furniture,gold,fine_art,elgar_music,manzoni_prints,elgar_instruments,good_uranium,bauxite,alloys,copper,commonores,advancedores,rare_earths,aluminium,plastics,light_fuel,lubricant,heavy_fuel,copperwires,batteries,electroniccomponents,processors,homeappliances,televisions,computer,robotics,water,pharmaceuticals,gas,civil_planes,space_assets,raw_data,organized_data,business_data,telecommunications,softwares,interactive_entertainment,cosmetics,on_demand_goods,ai_systems,androids,global_electricity
building_software_industry,pmg_data_transportation_building_office,pm_typewriter_documentation_building_office,automation,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,
building_software_industry,pmg_data_transportation_building_office,pm_teleprinter_network_building_office,automation,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-2,,,,,,,
building_software_industry,pmg_data_transportation_building_office,pm_local_network_building_office,automation,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,
building_software_industry,pmg_data_transportation_building_office,pm_internet_building_office,automation,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,
building_software_industry,pmg_data_optimization_heavy_industry_software,pm_manual_data_reporting_heavy_industry,other,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_software_industry,pmg_data_optimization_heavy_industry_software,pm_manual_data_optimization_heavy_industry,other,construction_cost_modern,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_software_industry,pmg_data_optimization_heavy_industry_software,pm_digital_data_optimization_heavy_industry_software,other,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,,,,,,,,
building_software_industry,pmg_data_optimization_heavy_industry_software,pm_digital_data_on_premises_heavy_industry_software,other,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-3,,-1,,,,,,
building_software_industry,pmg_data_optimization_heavy_industry_software,pm_internet_data_reporting_heavy_industry_software,other,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,-4,-2,-3,,,,,,
building_software_industry,pmg_data_optimization_heavy_industry_software,pm_internet_data_optimization_heavy_industry_software,other,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,16,,-6,-5,-4,,,,,,
building_statue_of_liberty,pmg_base_building_statue_of_liberty,pm_default_building_statue_of_liberty,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_statue_of_liberty,pmg_base_building_statue_of_liberty,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_statue_of_liberty,pmg_base_building_statue_of_liberty,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_blister_steel_process,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-30,-40,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_bessemer_process,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-30,-60,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_open_hearth_process,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-30,-90,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_electric_arc_process,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-30,,,,,,,-20,-100,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_oxygen_steel_process,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-30,,,,,,,-20,-100,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_automation_disabled,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_watertube_boiler_building_steel_mill,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_rotary_valve_engine_building_steel_mill,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_advanced_assembly_lines_building_steel_mill,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,-2,,,,,,,,,,,,,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_robotic_building_steel_mill,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,-1,,,,-3,,,,,,,,,,,,,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_iot_building_steel_mill,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,-3,,,,,,,,,-5,,,,,,,
building_steel_mill,pmg_direct_reduced_iron_steelmaking,pm_disabled_direct_reduced_iron,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_direct_reduced_iron_steelmaking,pm_direct_reduced_iron_hyl_process,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,10,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,
building_steel_mill,pmg_direct_reduced_iron_steelmaking,pm_direct_reduced_iron_midrex_process,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,15,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_manual_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_manual_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_digital_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_digital_data_on_premises_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-3,,-1,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_internet_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,-4,-2,-3,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_internet_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,16,,-6,-5,-4,,,,,,
building_subsistence_farm,pmg_base_building_subsistence_farm,default_building_subsistence_farm,base,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_farm,pmg_home_workshops_building_subsistence_farm,pm_home_workshops_no_building_subsistence_farm,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_farm,pmg_home_workshops_building_subsistence_farm,pm_home_workshops_building_subsistence_farm,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_farm,pmg_serfdom_building_subsistence_farm,pm_serfdom_no,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_farm,pmg_serfdom_building_subsistence_farm,pm_serfdom,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_farm,pmg_serfdom_building_subsistence_farm,pm_corvee_labor,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_farm,pmg_serfdom_building_subsistence_farm,pm_homesteading_building_subsistence,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_fishing_village,pmg_base_building_subsistence_fishing_village,default_building_subsistence_fishing_village,base,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_fishing_village,pmg_home_workshops_building_subsistence_fishing_village,pm_home_workshops_no_building_subsistence_fishing_village,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_fishing_village,pmg_home_workshops_building_subsistence_fishing_village,pm_home_workshops_building_subsistence_fishing_village,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_fishing_village,pmg_serfdom_building_subsistence_fishing_village,pm_serfdom_no,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_fishing_village,pmg_serfdom_building_subsistence_fishing_village,pm_corvee_labor,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_fishing_village,pmg_serfdom_building_subsistence_fishing_village,pm_serfdom_building_subsistence_fishing_village,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_fishing_village,pmg_serfdom_building_subsistence_fishing_village,pm_homesteading_building_subsistence,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_orchard,pmg_base_building_subsistence_orchard,default_building_subsistence_orchard,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_orchard,pmg_home_workshops_building_subsistence_orchard,pm_home_workshops_no_building_subsistence_orchard,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_orchard,pmg_home_workshops_building_subsistence_orchard,pm_home_workshops_building_subsistence_orchard,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_orchard,pmg_serfdom_building_subsistence_orchard,pm_serfdom_no,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_orchard,pmg_serfdom_building_subsistence_orchard,pm_corvee_labor,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_orchard,pmg_serfdom_building_subsistence_orchard,pm_serfdom_building_subsistence_orchard,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_orchard,pmg_serfdom_building_subsistence_orchard,pm_homesteading_building_subsistence,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_pasture,pmg_base_building_subsistence_pasture,default_building_subsistence_pasture,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_pasture,pmg_home_workshops_building_subsistence_pasture,pm_home_workshops_no_building_subsistence_pasture,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_pasture,pmg_home_workshops_building_subsistence_pasture,pm_home_workshops_building_subsistence_pasture,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_pasture,pmg_serfdom_building_subsistence_pasture,pm_serfdom_no,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_pasture,pmg_serfdom_building_subsistence_pasture,pm_corvee_labor,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_pasture,pmg_serfdom_building_subsistence_pasture,pm_serfdom_building_subsistence_pasture,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_pasture,pmg_serfdom_building_subsistence_pasture,pm_homesteading_building_subsistence,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_rice_farm,pmg_base_building_subsistence_rice_farm,default_building_subsistence_rice_farm,base,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_rice_farm,pmg_home_workshops_building_subsistence_rice_farm,pm_home_workshops_no_building_subsistence_rice_farm,refining,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_rice_farm,pmg_home_workshops_building_subsistence_rice_farm,pm_home_workshops_building_subsistence_rice_farm,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_rice_farm,pmg_serfdom_building_subsistence_rice_farm,pm_serfdom_no,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_rice_farm,pmg_serfdom_building_subsistence_rice_farm,pm_corvee_labor,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_rice_farm,pmg_serfdom_building_subsistence_rice_farm,pm_serfdom_building_subsistence_rice_farm,base,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_subsistence_rice_farm,pmg_serfdom_building_subsistence_rice_farm,pm_homesteading_building_subsistence,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_suez_canal,pmg_canal,pm_canal,base,construction_cost_canal,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,default_building_sugar_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,automatic_irrigation_building_sugar_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,advanced_plantation_methods_building_sugar_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,-5,,-5,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,drone_assisted_agriculture_building_sugar_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,-20,,,-10,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,-8,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,ox_driven_rollers_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,vacuum_pan_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,steam_powered_evaporation_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,-1,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,centrifugal_machine_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,-1,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,pm_continuous_diffusion_sugar_cane_refining,base,construction_cost_low,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,-2,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_exploitation_sugar,slave_exploitation_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_exploitation_sugar,worker_exploitation_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_exploitation_sugar,default_labour,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_train_automation_building_sugar_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_train_automation_building_sugar_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_train_automation_building_sugar_plantation,pm_multiway_transport_plantation,automation,construction_cost_low,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,
building_sugar_plantation,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-3,,,,,,,,
building_sugar_plantation,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,-3,,-1,,,,,,
building_sugar_plantation,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-4,-1,-3,,,,,,
building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,pm_picks_and_shovels_building_sulfur_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,pm_atmospheric_engine_pump_building_sulfur_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,40,-10,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sulfur_mine,pmg_mining_equipment_building_sulfur_mine,pm_condensing_engine_pump_building_sulfur_mine,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,60,-15,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
