buildings,production_method_groups,production_methods,type,required_construction,advancedores,aeroplanes,ai_systems,alloys,aluminium,ammunition,androids,artillery,automobiles,batteries,bauxite,business_data,civil_planes,clippers,clothes,coal,coffee,commonores,computer,copper,copperwires,cosmetics,dye,electricity,electroniccomponents,elgar_instruments,elgar_music,engines,explosives,fabric,fertilizer,fine_art,fish,fruit,furniture,gas,glass,global_electricity,gold,good_uranium,grain,groceries,hardwood,heavy_fuel,homeappliances,interactive_entertainment,iron,ironclads,lead,light_fuel,liquor,lubricant,luxury_clothes,luxury_furniture,manowars,manzoni_prints,meat,merchant_marine,oil,on_demand_goods,opium,organized_data,paper,pharmaceuticals,plastics,porcelain,processors,radios,rare_earths,raw_data,robotics,rubber,services,silk,small_arms,softwares,space_assets,steamers,steel,sugar,sulfur,tanks,tea,telecommunications,telephones,televisions,tobacco,tools,transportation,water,wine,wood
building_rye_farm,pmg_base_building_rye_farm,pm_simple_farming,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_base_building_rye_farm,pm_soil_enriching_farming,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_base_building_rye_farm,pm_fertilization,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_base_building_rye_farm,pm_chemical_fertilizer,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_base_building_rye_farm,pm_synthetic_pesticides,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,90,,,,,,,,,,,,,,,,,,-3,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_base_building_rye_farm,pm_ogm,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,,,,,,,,,,120,,,,,,,,,,,,,,,,,,-5,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_secondary_building_rye_farm,pm_no_secondary,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_secondary_building_rye_farm,pm_potatoes,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_secondary_building_rye_farm,pm_apple_orchards,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
building_rye_farm,pmg_secondary_building_rye_farm,pm_sugar_beets,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
building_rye_farm,pmg_secondary_building_rye_farm,pm_continuous_diffusion_sugar_beet_refining,balance,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,-1,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,-1,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_tools_disabled,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_tools,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_steam_threshers,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_tractors,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_compression_ignition_tractors,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_harvesting_process_building_rye_farm,pm_autonomous_agricultural_vehicles,labor_saving,construction_cost_low,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,
building_rye_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rye_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_on_premises_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-1,,,,,,,,,,,,,,,,
building_rye_farm,pmg_data_optimization_primary_sector_no_shopkeepers,pm_internet_data_reporting_primary_sector_no_shopkeepers,labor_saving,construction_cost_low,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-3,,,,,,,,-1,,,,,,,,
building_shipyard,pmg_base_building_shipyard,pm_basic_shipbuilding,upgrade,construction_cost_high,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40
building_shipyard,pmg_base_building_shipyard,pm_complex_shipbuilding,upgrade,construction_cost_high,,,,,,,,,,,,,,75,,,,-10,,,,,,,,,,-5,,-20,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20
building_shipyard,pmg_base_building_shipyard,pm_metal_shipbuilding,upgrade,construction_cost_high,,,,-10,,,,,,,,,,,,-10,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,-20,,,,,,,,,,,,,
building_shipyard,pmg_base_building_shipyard,pm_arc_welding_shipbuilding,upgrade,construction_cost_high,,,,-10,,,,,,,,,,,,,,,,,,,,-30,-5,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,-15,,,,,,,,,,,,,
building_shipyard,pmg_base_building_shipyard,pm_modular_shipbuilding,upgrade,construction_cost_high,,,,,-15,,,,,,,,,,,,,,,,,,,-20,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,-10,,,,,,,105,-15,,,,,,,,,,,,,
building_shipyard,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_manual_data_reporting_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_shipyard,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_manual_data_optimization_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_shipyard,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_digital_data_optimization_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_shipyard,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_digital_data_on_premises_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,-1,,,,,,,,,,,,,,,,
building_shipyard,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_internet_data_reporting_heavy_industry,labor_saving,construction_cost_high,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,-3,,,,,,,,-2,,,,,,,,
building_shipyard,pmg_data_optimization_heavy_industry_algorithmic_dispatch,pm_internet_data_algorithmic_dispatch_heavy_industry,labor_saving,construction_cost_high,,,-6,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,-2,,,,,,,,-4,,,,,,,,
building_silk_plantation,pmg_base_building_silk_plantation,default_building_silk_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_base_building_silk_plantation,automatic_irrigation_building_silk_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_base_building_silk_plantation,advanced_plantation_methods_building_silk_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,-5,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,-5,,,,,,,,,,,,,
building_silk_plantation,pmg_base_building_silk_plantation,drone_assisted_agriculture_building_silk_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-20,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,105,,,,,,,,,,-8,,,,,,,,
building_silk_plantation,pmg_train_automation_building_silk_plantation,pm_road_carts,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_train_automation_building_silk_plantation,pm_steam_rail_transport,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,
building_silk_plantation,pmg_train_automation_building_silk_plantation,pm_multiway_transport_plantation,labor_saving,construction_cost_low,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,
building_silk_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_reporting_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_manual_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_optimization_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_digital_data_on_premises_primary_sector,labor_saving,construction_cost_low,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,-1,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_data_optimization_primary_sector_no_shopkeepers,pm_internet_data_reporting_primary_sector_no_shopkeepers,labor_saving,construction_cost_low,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,-3,,,,,,,,-1,,,,,,,,
building_software_industry,pmg_software_building_software_industry,pm_coding_by_hand_building_software_industry,upgrade,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,-2,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12,,,,,,,,,,,,,50,,,,,,,,-2,-2,,,,,,,
building_software_industry,pmg_software_building_software_industry,pm_integrated_development_environment_building_software_industry,upgrade,construction_cost_modern,,,,,,,,,,,,,,,,,,,-10,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,75,,,,,,,,-5,-3,,,,,,,
building_software_industry,pmg_software_building_software_industry,pm_version_control_collaboration_building_software_industry,upgrade,construction_cost_modern,,,,,,,,,,,,,,,,,,,-15,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,-7,-3,,,,,,,
building_software_industry,pmg_software_building_software_industry,pm_cloud_based_devops_building_software_industry,upgrade,construction_cost_modern,,,,,,,,,,,,,,,,,,,-20,,,,,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,,-10,-3,,,,,,,
building_software_industry,pmg_software_building_software_industry,pm_vibe_coding_building_software_industry,upgrade,construction_cost_modern,,,-20,,,,,,,,,,,,,,,,-20,,,,,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,-25,-3,,,,,,,
building_software_industry,pmg_software_type_building_software_industry,pm_traditional_software_building_software_industry,balance,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_software_industry,pmg_software_type_building_software_industry,pm_web_based_building_software_industry,balance,construction_cost_modern,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,-10,,,,,,,,-10,,,,,,,,
building_software_industry,pmg_software_type_building_software_industry,pm_mobile_based_building_software_industry,balance,construction_cost_modern,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,-10,,,,,,,
building_software_industry,pmg_data_transportation_building_office,pm_typewriter_documentation_building_office,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,
building_software_industry,pmg_data_transportation_building_office,pm_teleprinter_network_building_office,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,
building_software_industry,pmg_data_transportation_building_office,pm_local_network_building_office,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,
building_software_industry,pmg_data_transportation_building_office,pm_internet_building_office,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,
building_software_industry,pmg_data_transportation_building_office,pm_smartworking_building_office,labor_saving,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_blister_steel_process,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_bessemer_process,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_open_hearth_process,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_electric_arc_process,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,-20,,,,,-5,,,-30,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,
building_steel_mill,pmg_steelmaking_process,pm_oxygen_steel_process,upgrade,construction_cost_very_high,,,,,,,,,,,,,,,,-20,,,,,,,,-30,-10,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_automation_disabled,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_watertube_boiler_building_steel_mill,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_rotary_valve_engine_building_steel_mill,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_advanced_assembly_lines_building_steel_mill,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,-3,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_robotic_building_steel_mill,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,-1,,,,-3,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_automation_building_steel_mill,pm_iot_building_steel_mill,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,-3,,,,,,,,,,,,,-5,,,,,,,,
building_steel_mill,pmg_direct_reduced_iron_steelmaking,pm_disabled_direct_reduced_iron,balance,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_direct_reduced_iron_steelmaking,pm_direct_reduced_iron_hyl_process,balance,construction_cost_very_high,,,,,,,,,,,,,,,,5,,,,,,,,10,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_direct_reduced_iron_steelmaking,pm_direct_reduced_iron_midrex_process,balance,construction_cost_very_high,,,,,,,,,,,,,,,,10,,,,,,,,15,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_manual_data_reporting_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_manual_data_optimization_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_digital_data_optimization_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_digital_data_on_premises_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,-1,,,,,,,,,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_internet_data_reporting_heavy_industry,labor_saving,construction_cost_very_high,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,-3,,,,,,,,-2,,,,,,,,
building_steel_mill,pmg_data_optimization_heavy_industry,pm_internet_data_optimization_heavy_industry,labor_saving,construction_cost_very_high,,,-2,,,,,,,,,-6,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,-4,,,,,,,,-5,,,,,,,,
building_suez_canal,pmg_canal,pm_canal,upgrade,construction_cost_canal,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,default_building_sugar_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,automatic_irrigation_building_sugar_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,advanced_plantation_methods_building_sugar_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,-5,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,100,,,,,,,,,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,drone_assisted_agriculture_building_sugar_plantation,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-20,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,120,,,,-8,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,ox_driven_rollers_sugar,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,vacuum_pan_sugar,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,steam_powered_evaporation_sugar,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,centrifugal_machine_sugar,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,pm_continuous_diffusion_sugar_cane_refining,labor_saving,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,-3,,
building_sugar_plantation,pmg_exploitation_sugar,slave_exploitation_sugar,upgrade,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,
